country_name,iso3c,em_dm,year,gdp_usd_current_prices,gdp_ppp_current_prices,gdp_pc_usd_current_prices,gdp_pc_ppp_current_prices,population,govt_expenditure_pct_gdp,debt_pct_gdp,territorial_co2,trade_co2,consumption_co2,cumulative_co2,debt_usd,govt_expenditure_usd,territorial_co2_per_capita,trade_co2_per_capita,consumption_co2_per_capita,territorial_co2_per_gdp,trade_co2_per_gdp,consumption_co2_per_gdp,territorial_co2_per_debt,trade_co2_per_debt,consumption_co2_per_debt,territorial_co2_per_govt_expenditure,trade_co2_per_govt_expenditure,consumption_co2_govt_expenditure,trade_pct_of_consumption_co2,cumulative_co2_per_capita
Argentina,ARG,Emerging Markets,1996,304.282,372.71599999999995,8645.46,10589.849999999999,35.196000000000005,22.687,32.550999999999995,134.762,1.943,136.705,4412.718,9904.683381999997,6903.245734,3.8289010114785764,0.05520513694738038,3.8841061484259574,0.3615675205786712,0.005213084493287115,0.36678060507195837,0.013605886710614697,1.961698244217536e-4,0.013802056535036453,0.019521541777988226,2.8146180432637633e-4,0.019803003582314606,0.014213086573278227,125.37555404023182
Argentina,ARG,Emerging Markets,1997,327.4359999999999,409.894,9196.52,11512.48,35.604,22.586,31.676000000000002,137.641,6.054,143.695,4550.359,10371.862735999997,7395.469495999998,3.865885855521851,0.17003707448601282,4.035922930007864,0.3357965717966108,0.014769672159143585,0.3505662439557544,0.013270615269739145,5.836945738769755e-4,0.01385430984361612,0.01861152967697942,8.18609285492211e-4,0.01943013896247163,0.04213090225825534,127.80471295360073
Argentina,ARG,Emerging Markets,1998,334.244,430.46799999999996,9283.18,11955.65,36.005,23.130000000000003,34.147,139.452,7.441,146.893,4689.811,11413.429868000001,7731.063720000002,3.8731287321205383,0.20666574086932368,4.079794472989862,0.3239543938225374,0.017285837739390617,0.34124023156192795,0.012218237778897963,6.519512614575606e-4,0.012870189040355523,0.018037880044791555,9.62480749026862e-4,0.019000360793818418,0.05065591961495783,130.25443688376612
Argentina,ARG,Emerging Markets,1999,316.99799999999993,421.755,8709.07,11587.12,36.399,25.471,38.916999999999994,147.285,1.812,149.097,4837.096,12336.611165999995,8074.256057999998,4.046402373691585,0.04978158740624743,4.096183961097832,0.34921933349930645,0.004296333179215421,0.3535156666785219,0.01193885403520872,1.4687988262075704e-4,0.012085733917829479,0.018241309037266604,2.2441696014887524e-4,0.018465725997415482,0.012153162035453429,132.89090359625263
Argentina,ARG,Emerging Markets,2000,317.759,427.907,8638.54,11633,36.784,25.247,40.833,142.358,-2.259,140.1,4979.455,12975.053247,8022.461473,3.8701065680730755,-0.06141257068290561,3.808721183123097,0.33268443844106316,-0.005279184495696494,0.32740759090176136,0.010971669810520047,-1.7410333175490512e-4,0.0107976435497398,0.01774492784778251,-2.815843999504116e-4,0.01746346809785421,-0.01612419700214133,135.37013375380602
Argentina,ARG,Emerging Markets,2001,300.42099999999994,418.256,8085.360000000001,11256.710000000001,37.156,26.432,48.007,134.004,-4.875,129.129,5113.459,14422.310946999996,7940.727871999998,3.6065238454085478,-0.1312035741199268,3.475320271288621,0.3203875138671053,-0.011655541104012854,0.30873197276309244,0.009291437446637104,-3.3801795134739173e-4,0.008953419495289711,0.016875531079778582,-6.139235695495701e-4,0.01626160751022901,-0.03775294472968892,137.6213532134783
Argentina,ARG,Emerging Markets,2002,112.458,378.49799999999993,2997.62,10089.08,37.516,21.853,147.20299999999997,124.392,-42.045,82.347,5237.851,16554.154973999997,2457.544674,3.3157052990723956,-1.1207218253545155,2.19498347371788,0.3286463865066659,-0.11108381021828387,0.217562576288382,0.00751424643513187,-0.0025398457406032504,0.00497440069452862,0.050616373861287534,-0.017108539447857053,0.03350783441343048,-0.5105832635068673,139.6164569783559
Argentina,ARG,Emerging Markets,2003,142.431,420.534,3761.09,11104.740000000002,37.87,22.026,125.16199999999999,134.631,-26.6,108.031,5372.482,17826.948822000002,3137.185206,3.5550831792975974,-0.7024029574861369,2.8526802218114606,0.3201429610923255,-0.06325291177407773,0.25689004931824777,0.007552105598342979,-0.0014921229799668967,0.006059982618376083,0.04291458462270971,-0.008478938364597146,0.034435646258112566,-0.24622562042376725,141.86643781357276
Argentina,ARG,Emerging Markets,2004,164.911,470.303,4314.1,12303.2,38.226000000000006,23.03,117.87799999999999,157.043,-30.401,126.643,5529.525,19439.378857999996,3797.9003300000004,4.108277088892376,-0.7952963951237376,3.3130068539737345,0.3339187715153848,-0.06464130571142433,0.2692795920927572,0.008078601746854232,-0.0015638874174978541,0.006514765771329257,0.04134995296203573,-0.008004686105072167,0.0333455301603452,-0.24005274669740925,144.65350808350334
Argentina,ARG,Emerging Markets,2005,199.27299999999997,527.986,5163.55,13681.19,38.592000000000006,24.426,80.282,161.434,-26.885,134.55,5690.96,15998.034985999997,4867.442297999999,4.183094941956882,-0.6966469734660032,3.4864738805970146,0.30575431924331326,-0.05091991075520942,0.2548363024777172,0.010090864293100504,-0.0016805188901966568,0.008410407910580628,0.033166083975218814,-0.005523434763889626,0.027642854658037907,-0.1998141954663694,147.46475953565505
Argentina,ARG,Emerging Markets,2006,232.89200000000002,588.077,5976.08,15090.27,38.971,26.617000000000004,70.793,174.609,-25.009,149.6,5865.569,16487.123356000004,6198.886364000002,4.480485489209926,-0.6417335967770907,3.838751892432835,0.2969151998802878,-0.042526743946796085,0.2543884559334917,0.01059062859115785,-0.001516880747477316,0.009073747843680533,0.028167801399625714,-0.004034434337309299,0.024133367062316412,-0.16717245989304813,150.51112365605195
Argentina,ARG,Emerging Markets,2007,287.92099999999994,658.373,7315.73,16728.5,39.355999999999995,29.551000000000002,62.133,174.246,-18.6,155.646,6039.814,17889.395492999996,8508.353470999999,4.4274316495578825,-0.472609004980181,3.954822644577701,0.2646615216602139,-0.02825146231695407,0.2364100593432598,0.009740183790345589,-0.0010397221084009272,0.008700461681944662,0.02047940304712336,-0.0021860868925340873,0.018293316154589272,-0.11950194672526118,153.46615509706274
Argentina,ARG,Emerging Markets,2008,363.545,698.222,9146.79,17567.280000000002,39.746,30.761999999999997,53.81399999999999,188.106,-17.425,170.681,6227.92,19563.81063,11183.37129,4.732702661903084,-0.4384088964927288,4.294293765410356,0.26940715130717735,-0.024956246007716745,0.24445090529946065,0.009614997995919571,-8.906751516639476e-4,0.008724322844255623,0.016820151555569072,-0.001558116917353998,0.015262034638215077,-0.10209103532320528,156.69300055351482
