country_name,iso3c,em_dm,year,gdp_usd_current_prices,gdp_ppp_current_prices,gdp_pc_usd_current_prices,gdp_pc_ppp_current_prices,population,govt_expenditure_pct_gdp,debt_pct_gdp,territorial_co2,trade_co2,consumption_co2,cumulative_co2,debt_usd,govt_expenditure_usd,territorial_co2_per_capita,trade_co2_per_capita,consumption_co2_per_capita,territorial_co2_per_gdp,trade_co2_per_gdp,consumption_co2_per_gdp,territorial_co2_per_debt,trade_co2_per_debt,consumption_co2_per_debt,territorial_co2_per_govt_expenditure,trade_co2_per_govt_expenditure,consumption_co2_govt_expenditure,trade_pct_of_consumption_co2,cumulative_co2_per_capita
Denmark,DNK,Developed Markets,1996,187.63299999999998,149.414,35732.689999999995,28454.21,5.251,57.998000000000005,68.26100000000001,74.852,-1.731,73.121,2939.051,12808.016213,10882.338733999999,14.254808607884213,-0.32965149495334223,13.925157112930869,0.5009704579222831,-0.011585259748082511,0.48938519817420056,0.005844152502245119,-1.3514973522933658e-4,0.005709002767015781,0.006878300871680991,-1.590650725281862e-4,0.0067192357991528034,-0.023673089810040893,559.7126261664445
Denmark,DNK,Developed Markets,1997,173.539,156.945,32897.57,29751.88,5.275,55.907,64.27799999999999,65.451,2.207,67.658,3004.503,11154.739841999997,9702.044872999999,12.40777251184834,0.418388625592417,12.826161137440758,0.4170314441364809,0.014062251107075726,0.4310936952435567,0.005867550559409991,1.978531127808261e-4,0.006065403672190817,0.006746103615965001,2.274778182217958e-4,0.006973581434186798,0.032619941470336096,569.5740284360189
Denmark,DNK,Developed Markets,1998,176.991,162.224,33426.97,30637.97,5.295,55.395,60.279,61.219,4.541,65.76,3065.722,10668.840489000002,9804.416445,11.56166194523135,0.8576015108593014,12.419263456090652,0.37737326166288593,0.02799215899003847,0.4053654206529244,0.005738111846654678,4.2563200796580955e-4,0.006163743854620488,0.006244022818025045,4.631586209616579e-4,0.006707181438986703,0.06905413625304137,578.9843248347498
Denmark,DNK,Developed Markets,1999,177.964,169.36,33492.350000000006,31873.09,5.313999999999999,54.533,56.764,58.635,10.988,69.624,3124.357,10101.948496,9704.910812,11.034060971019949,2.0677455777192324,13.101994730899511,0.34621516296646193,0.0648795465281058,0.4111006140765233,0.00580432577172783,0.00108771095045187,0.006892135712983345,0.006041786589887931,0.0011322103018621744,0.007174099932367312,0.15781914282431345,587.948249905909
Denmark,DNK,Developed Markets,2000,164.15800000000002,179.69,30798.72,33712.74,5.33,52.687,52.35399999999999,54.292,11.191,65.482,3178.649,8594.327932,8648.992546000001,10.18611632270169,2.099624765478424,12.285553470919325,0.302142578885859,0.06227948132895543,0.36441649507485113,0.006317189712746465,0.0013021378854222664,0.007619211242357327,0.00627726289637156,0.001293907925169346,0.007571055201138335,0.17090192724718245,596.3694183864915
Denmark,DNK,Developed Markets,2001,164.791,185.25,30806.609999999997,34631.21,5.349,52.836999999999996,48.508,55.879,9.604,65.483,3234.528,7993.681828000001,8707.062066999999,10.44662553748364,1.7954757898672646,12.242101327350907,0.30164102564102563,0.05184345479082321,0.3534844804318489,0.006990395815388712,0.0012014488700762933,0.008191844685465006,0.006417664140902696,0.0011030126954532022,0.007520676836355899,0.1466640196692271,604.6977005047672
Denmark,DNK,Developed Markets,2002,178.635,189.016,33275.56,35209.27,5.367999999999999,53.214,49.080999999999996,55.538,10.916,66.454,3290.066,8767.584434999999,9505.882889999999,10.346125186289122,2.0335320417287632,12.379657228017884,0.29382697761036103,0.057751724721716684,0.35157870233207766,0.00633446993430637,0.0012450407613325712,0.007579510695638941,0.005842487293676306,0.0011483415192799626,0.006990828812956268,0.16426400216691248,612.9035022354694
Denmark,DNK,Developed Markets,2003,218.097,193.495,40512.05,35942.229999999996,5.3839999999999995,53.639,46.15,60.626,7.644,68.27,3350.692,10065.17655,11698.504983,11.26040118870728,1.4197622585438336,12.680163447251115,0.3133207576423163,0.03950489676735833,0.3528256544096746,0.006023341935318561,7.59450165829431e-4,0.006782792101147992,0.005182371601166158,6.534168264327866e-4,0.005835788427598945,0.11196718910209463,622.3424962852898
Denmark,DNK,Developed Markets,2004,251.375,203.99,46571.28,37792.46,5.398,52.997,44.156,55.076,14.454,69.531,3405.768,11099.7145,13322.120875,10.203038162282327,2.6776583919970363,12.880881808077067,0.2699936271385852,0.07085641453012402,0.34085494386979753,0.0049619294262028095,0.0013021956555729429,0.006264215174183084,0.004134176571191034,0.0010849623821627425,0.005219214016476938,0.20787850023730423,630.93145609485
Denmark,DNK,Developed Markets,2005,264.467,215.313,48872.1,39788.82,5.4110000000000005,51.242000000000004,37.412,51.506,15.755,67.261,3457.275,9894.239404,13551.818014,9.518758085381629,2.9116614304195156,12.430419515801145,0.23921453883416238,0.07317254415664638,0.31238708299080875,0.005205655320931226,0.0015923406900413828,0.006797996010972608,0.003800670872851938,0.001162574643765431,0.0049632455166173685,0.23423677911419696,638.934577712068
Denmark,DNK,Developed Markets,2006,282.88599999999997,230.64,52121.25,42495,5.427,49.83,31.549,59.429,14.104,73.533,3516.704,8924.770413999999,14096.209379999998,10.950617283950619,2.5988575640316935,13.549474847982312,0.25766996184530006,0.061151578217134926,0.31882154006243496,0.006658882777172134,0.001580320764092207,0.00823920354126434,0.0042159561054987684,0.001000552674821293,0.005216508780320061,0.19180503991405218,648.0014741109269
Denmark,DNK,Developed Markets,2007,319.424,239.023,58641.189999999995,43880.83,5.447,49.591,27.346,54.656,15.253,69.909,3571.36,8734.968703999999,15840.555584,10.034147237011199,2.800257022214063,12.834404259225263,0.22866418712843534,0.06381394259129874,0.29247812971973414,0.0062571489208623505,0.0017461997308605356,0.008003348651722888,0.003450384029156537,9.629081454318768e-4,0.004413292174588414,0.21818363873034943,655.6563245823389
Denmark,DNK,Developed Markets,2008,353.35900000000004,242.36200000000002,64531.119999999995,44260.56,5.476000000000001,50.410999999999994,33.312999999999995,51.22,16.069,67.289,3622.58,11771.448366999999,17813.180549,9.353542731921108,2.934441197954711,12.28798392987582,0.21133676071331312,0.06630164794811066,0.2776384086614238,0.00435120627497206,0.0013650826558478334,0.005716288930819893,0.002875398913692333,9.020848329582605e-4,0.0037774837466505937,0.23880574833925305,661.5376186997808
Denmark,DNK,Developed Markets,2009,321.243,231.95000000000002,58286.54,42085.119999999995,5.511,56.536,40.182,48.816,13.399,62.215,3671.396,12908.186226,18161.794248000002,8.857920522591181,2.431319179822174,11.289239702413356,0.21045915067902565,0.057766760077602924,0.2682259107566286,0.0037817861584359207,0.0010380234500344742,0.004819809608470395,0.002687840162343854,7.377575044093186e-4,0.003425597666753173,0.21536606927589808,666.1941571402649
Denmark,DNK,Developed Markets,2010,321.99499999999995,239.122,58177.159999999996,43203.86,5.535,56.673,42.588,49.171,13.645,62.815,3720.566,13713.123059999998,18248.422635,8.883649503161697,2.4652213188798555,11.348690153568201,0.20563143499970724,0.05706292185578909,0.2626901748898052,0.0035856894002087377,9.950322723932443e-4,0.004580648749753144,0.0026945342610429955,7.47735860404134e-4,0.0034422153221902296,0.21722518506726102,672.1889792231256
Denmark,DNK,Developed Markets,2011,344.003,247.35200000000003,61864.09,44482.8,5.561,56.429,46.071,44.215,17.201,61.417,3764.781,15848.562213,19411.745287,7.95090811005215,3.093148714260025,11.044236648084878,0.1787533555418998,0.06954057375723664,0.24829797212070245,0.0027898429779158167,0.0010853350460958942,0.0038752411212180414,0.0022777447028223003,8.86113007650037e-4,0.0031639092256753863,0.2800690362603188,676.9971228196367
Denmark,DNK,Developed Markets,2012,327.14900000000006,250.525,58623.41,44892.719999999994,5.581,57.955,44.894,39.84,15.661,55.501,3804.621,14687.027206000002,18959.920295000004,7.138505644149794,2.806127934061996,9.94463357821179,0.1590260453048598,0.06251272328110967,0.22153876858596944,0.002712597957449443,0.0010663151759943705,0.003778913133443813,0.002101274656228717,8.260055821083818e-4,0.0029272802383370983,0.28217509594421725,681.70955025981
Denmark,DNK,Developed Markets,2013,343.584,262.368,61325.58,46829.47,5.603,55.82,44.046,41.746,14.136,55.882,3846.367,15133.500864,19178.85888,7.450651436730324,2.5229341424237015,9.973585579154024,0.1591123917550921,0.05387852177094767,0.21299091352603974,0.0027585157178869673,9.340865756731224e-4,0.0036926022935600896,0.002176667561985836,7.370615785040908e-4,0.002913729140489927,0.25296159765219567,686.4834909869713
Denmark,DNK,Developed Markets,2014,352.99399999999997,270.33099999999996,62729.5,48039.689999999995,5.626999999999999,55.218,44.27,37.543,15.474,53.017,3883.911,15627.04438,19491.622692,6.6719388661809145,2.7499555713524084,9.421894437533323,0.1388778941371874,0.05724093796124012,0.19611883209842754,0.0024024376642872245,9.902064410723841e-4,0.003392644105359609,0.0019261095185989247,7.938795165756536e-4,0.0027199890351745784,0.2918686459060301,690.2276523902614
Denmark,DNK,Developed Markets,2015,302.673,278.823,53478.5,49264.51,5.659999999999999,54.528000000000006,39.774,35.204,15.634,50.838,3919.114,12038.515902000001,16504.153344000002,6.219787985865725,2.7621908127208483,8.981978798586574,0.12625931146282768,0.056071414481588686,0.18233072594441638,0.0029242807241839034,0.001298665061978501,0.004222945786162405,0.0021330388336944428,9.472767050897318e-4,0.0030803155387841745,0.30752586647783153,692.42296819788
Denmark,DNK,Developed Markets,2016,313.116,297.689,54862.850000000006,52159.8,5.707,52.479,37.193000000000005,37.011,14.288,51.299,3956.126,11645.723388,16432.014563999997,6.485193621867882,2.503592079901875,8.988785701769757,0.12432773800845849,0.04799639892639634,0.17232413693485482,0.0031780765150352893,0.0012268881480323203,0.004404964663067609,0.002252371421401085,8.695221115068142e-4,0.003121893532907899,0.2785239478352405,693.2058875065709
Denmark,DNK,Developed Markets,2017,332.121,320.05400000000003,57772.55,55673.46,5.7490000000000006,50.55,35.893,34.743,15.895,50.638,3990.869,11920.819053,16788.716549999997,6.043311880327013,2.764828665854931,8.808140546181944,0.10855355658732589,0.049663494285339345,0.15821705087266522,0.002914480946781636,0.0013333815343837348,0.00424786248116537,0.0020694256107385415,9.467668331085143e-4,0.0030161924438470555,0.31389470358229,694.1849017220386
Denmark,DNK,Developed Markets,2018,356.841,334.22299999999996,61724.49,57812.09,5.781000000000001,50.548,34.002,34.672,16.843,51.516,4025.541,12133.307682,18037.598868,5.997578273655076,2.913509773395606,8.91126102750389,0.10373912028795146,0.05039449708727407,0.15413660938953933,0.002857588458869842,0.0013881622754021907,0.004245833152028692,0.001922207066125116,9.337717355429549e-4,0.002856034241419632,0.3269469679322929,696.3399065905552
Denmark,DNK,Developed Markets,2019,347.561,347.395,59861.61,59832.96,5.806,49.516999999999996,33.569,30.897,16.847,47.745,4056.438,11667.275209,17210.178036999998,5.321563899414398,2.9016534619359287,8.223389596968653,0.08893910390189842,0.048495228774161986,0.13743721124368513,0.0026481761548031724,0.0014439532537129512,0.004092215118331148,0.001795274861978466,9.788974851846852e-4,0.0027742304523145243,0.3528537019583203,698.6631071305546
Dominican Republic,DOM,Emerging Markets,1990,7.995,26.139000000000003,1123.24,3672.3700000000003,7.117999999999999,NA,NA,8.936,0.398,9.334,166.03,NA,NA,1.2554088227030065,0.05591458274796292,1.3113234054509695,0.34186464669650707,0.01522629021768239,0.35709093691418947,NA,NA,NA,NA,NA,NA,0.042639811442039856,23.32537229558865
Dominican Republic,DOM,Emerging Markets,1991,9.887,27.279,1365.23,3766.77,7.242,NA,NA,9.538,0.361,9.899,175.568,NA,NA,1.3170394918530792,0.04984810825738746,1.3668876001104666,0.34964624802961985,0.013233622933391986,0.36287987096301183,NA,NA,NA,NA,NA,NA,0.036468330134357005,24.243026788180064
